payment_code,customer_code,amount,payment_method,failure_reason,status,created_at
PAY_008746,CUST_00720,1504.77,UPI,,SUCCESS,2026-08-10 07:31:47.029865
PAY_008747,CUST_02774,2154.22,UPI,,SUCCESS,2026-08-11 08:04:47.030572
PAY_008748,CUST_03676,1688.74,UPI,,SUCCESS,2026-07-29 07:11:47.031277
PAY_008749,CUST_04762,1236.54,CARD,,SUCCESS,2026-08-11 17:56:47.031960
PAY_008750,CUST_02320,8515.0,UPI,,SUCCESS,2026-08-18 05:04:47.033042
PAY_008751,CUST_00746,534.68,NETBANKING,,SUCCESS,2026-08-09 21:08:47.033766
PAY_008752,CUST_01154,1791.16,UPI,,SUCCESS,2026-08-11 19:06:47.034564
PAY_008753,CUST_00487,978.98,CARD,,SUCCESS,2026-08-13 16:08:47.035319
PAY_008754,CUST_01845,906.31,CARD,,SUCCESS,2026-08-19 23:40:47.036044
PAY_008755,CUST_01679,1166.37,UPI,BANK_TIMEOUT,FAILED,2026-07-30 06:34:47.037054
PAY_008756,CUST_00714,1390.32,CARD,AUTHENTICATION_FAILED,FAILED,2026-08-14 11:01:47.037808
PAY_008757,CUST_02219,8203.83,CARD,,SUCCESS,2026-08-21 19:49:47.038435
PAY_008758,CUST_02697,843.41,NETBANKING,,SUCCESS,2026-07-28 15:05:47.039176
PAY_008759,CUST_04219,1445.0,NETBANKING,,SUCCESS,2026-08-25 09:03:47.040180
PAY_008760,CUST_02423,1270.04,WALLET,,SUCCESS,2026-08-03 11:38:47.040850
PAY_008761,CUST_03330,2110.04,CARD,,SUCCESS,2026-07-28 21:06:47.041483
PAY_008762,CUST_00718,1549.08,WALLET,,SUCCESS,2026-07-30 20:32:47.042107
PAY_008763,CUST_00290,1824.19,CARD,,SUCCESS,2026-08-12 23:07:47.042725
PAY_008764,CUST_00640,2473.56,CARD,,SUCCESS,2026-08-22 09:17:47.043303
PAY_008765,CUST_03715,341.48,WALLET,,SUCCESS,2026-08-02 14:59:47.043887
PAY_008766,CUST_04562,562.73,UPI,,SUCCESS,2026-08-16 21:50:47.044464
PAY_008767,CUST_03081,868.49,UPI,,SUCCESS,2026-08-03 22:17:47.045048
PAY_008768,CUST_02094,1189.04,UPI,BANK_TIMEOUT,FAILED,2026-07-31 23:43:47.045633
PAY_008769,CUST_04331,1130.88,NETBANKING,,SUCCESS,2026-08-19 09:15:47.046206
PAY_008770,CUST_02033,1296.81,NETBANKING,,SUCCESS,2026-08-05 16:59:47.046800
PAY_008771,CUST_00127,2555.49,WALLET,,SUCCESS,2026-08-16 21:48:47.047368
PAY_008772,CUST_04319,1393.59,NETBANKING,,SUCCESS,2026-08-03 20:27:47.047993
PAY_008773,CUST_00231,1655.29,NETBANKING,,SUCCESS,2026-08-11 00:03:47.048702
PAY_008774,CUST_03474,812.43,WALLET,,SUCCESS,2026-08-17 02:00:47.049292
PAY_008775,CUST_04021,2079.9,NETBANKING,,SUCCESS,2026-08-03 22:16:47.049878
PAY_008776,CUST_01225,4699.21,CARD,,SUCCESS,2026-08-17 21:25:47.050474
PAY_008777,CUST_03166,1078.75,WALLET,,SUCCESS,2026-07-29 06:36:47.051068
PAY_008778,CUST_03530,1260.83,NETBANKING,,SUCCESS,2026-08-13 08:11:47.051670
PAY_008779,CUST_01673,8374.25,CARD,,SUCCESS,2026-07-28 16:29:47.052250
PAY_008780,CUST_02268,1068.08,NETBANKING,,SUCCESS,2026-08-21 11:21:47.052848
PAY_008781,CUST_04629,1460.01,WALLET,AUTHENTICATION_FAILED,FAILED,2026-08-01 10:22:47.053430
PAY_008782,CUST_03866,1284.62,UPI,,SUCCESS,2026-08-11 17:12:47.054007
PAY_008783,CUST_02469,2620.35,CARD,,SUCCESS,2026-08-15 07:53:47.054751
PAY_008784,CUST_02541,895.98,CARD,,SUCCESS,2026-08-01 13:44:47.055603
PAY_008785,CUST_04415,607.31,CARD,,SUCCESS,2026-08-03 12:58:47.056757
PAY_008786,CUST_03339,1961.73,CARD,,SUCCESS,2026-08-26 11:06:47.057402
PAY_008787,CUST_00166,1921.62,WALLET,,SUCCESS,2026-08-08 17:34:47.057995
PAY_008788,CUST_04956,852.3,WALLET,,SUCCESS,2026-08-09 13:03:47.058593
PAY_008789,CUST_02439,3587.37,CARD,,SUCCESS,2026-08-02 04:41:47.059167
PAY_008790,CUST_01650,1071.13,WALLET,,SUCCESS,2026-08-13 04:02:47.059752
PAY_008791,CUST_00801,1534.08,WALLET,,SUCCESS,2026-08-23 04:33:47.060325
PAY_008792,CUST_00126,1672.32,CARD,,SUCCESS,2026-08-24 06:08:47.060913
PAY_008793,CUST_03404,1751.78,NETBANKING,,SUCCESS,2026-08-17 08:07:47.061493
PAY_008794,CUST_02777,1483.24,CARD,NETWORK_ERROR,FAILED,2026-08-01 12:11:47.062128
PAY_008795,CUST_02480,1758.69,CARD,,SUCCESS,2026-08-22 02:40:47.062809
PAY_008796,CUST_00627,1799.68,CARD,,SUCCESS,2026-08-08 18:12:47.063409
PAY_008797,CUST_02575,1941.33,UPI,,SUCCESS,2026-08-04 21:45:47.063987
PAY_008798,CUST_01657,946.46,UPI,,SUCCESS,2026-08-15 02:15:47.064592
PAY_008799,CUST_00584,998.97,NETBANKING,,SUCCESS,2026-08-16 18:43:47.065170
PAY_008800,CUST_04200,448.15,UPI,BANK_TIMEOUT,FAILED,2026-08-09 03:25:47.065742
PAY_008801,CUST_02320,8379.76,NETBANKING,,SUCCESS,2026-08-10 14:36:47.066310
PAY_008802,CUST_03780,2083.64,WALLET,,SUCCESS,2026-08-12 20:46:47.066909
PAY_008803,CUST_04590,1014.41,WALLET,,SUCCESS,2026-08-12 14:13:47.067489
PAY_008804,CUST_02525,1226.01,CARD,,SUCCESS,2026-08-17 01:38:47.068154
PAY_008805,CUST_04998,1248.13,WALLET,BANK_TIMEOUT,FAILED,2026-08-21 05:06:47.068979
PAY_008806,CUST_00490,1083.88,NETBANKING,,SUCCESS,2026-08-16 11:10:47.070045
PAY_008807,CUST_04426,1558.2,CARD,,SUCCESS,2026-08-14 04:43:47.070761
PAY_008808,CUST_01565,1332.31,WALLET,,SUCCESS,2026-08-19 07:03:47.071287
PAY_008809,CUST_01826,2035.17,WALLET,,SUCCESS,2026-08-25 11:45:47.071811
PAY_008810,CUST_00508,1566.53,UPI,INSUFFICIENT_FUNDS,FAILED,2026-07-28 23:16:47.072504
PAY_008811,CUST_02910,1454.9,NETBANKING,,SUCCESS,2026-08-13 01:32:47.073047
PAY_008812,CUST_03453,680.76,WALLET,,SUCCESS,2026-08-10 04:58:47.073601
PAY_008813,CUST_02589,1664.66,NETBANKING,,SUCCESS,2026-08-01 16:26:47.074124
PAY_008814,CUST_00520,1036.36,UPI,,SUCCESS,2026-08-02 15:14:47.074670
PAY_008815,CUST_04193,619.47,UPI,,SUCCESS,2026-08-05 02:47:47.075184
PAY_008816,CUST_04820,1117.15,UPI,,SUCCESS,2026-08-20 19:58:47.075731
PAY_008817,CUST_03048,1313.02,CARD,NETWORK_ERROR,FAILED,2026-07-30 03:52:47.076263
PAY_008818,CUST_04240,1092.01,WALLET,,SUCCESS,2026-08-06 21:26:47.076834
PAY_008819,CUST_01066,2948.74,CARD,,SUCCESS,2026-08-03 08:23:47.077487
PAY_008820,CUST_01813,716.08,NETBANKING,AUTHENTICATION_FAILED,FAILED,2026-08-24 17:41:47.078024
PAY_008821,CUST_00047,897.43,CARD,,SUCCESS,2026-08-17 00:42:47.078572
PAY_008822,CUST_00922,1330.12,CARD,INSUFFICIENT_FUNDS,FAILED,2026-08-16 08:37:47.079082
PAY_008823,CUST_04832,965.52,NETBANKING,,SUCCESS,2026-08-14 18:28:47.079629
PAY_008824,CUST_01548,5508.41,WALLET,,SUCCESS,2026-08-26 03:49:47.080180
PAY_008825,CUST_04777,920.19,CARD,,SUCCESS,2026-08-21 10:22:47.080732
PAY_008826,CUST_02625,1134.84,CARD,,SUCCESS,2026-08-08 17:58:47.081245
PAY_008827,CUST_01169,1229.53,NETBANKING,,SUCCESS,2026-08-05 20:37:47.081791
PAY_008828,CUST_03222,1185.1,WALLET,,SUCCESS,2026-08-15 03:26:47.082307
PAY_008829,CUST_00518,2620.49,UPI,INSUFFICIENT_FUNDS,FAILED,2026-08-08 11:02:47.082857
PAY_008830,CUST_01272,1070.24,NETBANKING,,SUCCESS,2026-08-08 11:33:47.083398
PAY_008831,CUST_02307,560.9,WALLET,NETWORK_ERROR,FAILED,2026-08-20 10:47:47.083943
PAY_008832,CUST_04036,643.18,CARD,,SUCCESS,2026-08-21 07:39:47.084613
PAY_008833,CUST_02856,2861.48,CARD,,SUCCESS,2026-07-28 10:21:47.085138
PAY_008834,CUST_03402,1362.96,UPI,,SUCCESS,2026-07-31 08:14:47.085695
PAY_008835,CUST_01922,524.79,CARD,,SUCCESS,2026-08-03 20:59:47.086221
PAY_008836,CUST_03162,606.81,CARD,,SUCCESS,2026-08-04 21:45:47.086968
PAY_008837,CUST_02168,1363.99,NETBANKING,,SUCCESS,2026-08-06 17:53:47.087529
PAY_008838,CUST_03807,8652.6,NETBANKING,,SUCCESS,2026-08-16 23:30:47.088049
PAY_008839,CUST_01834,982.73,CARD,,SUCCESS,2026-08-26 06:45:47.088571
PAY_008840,CUST_04291,1106.98,NETBANKING,,SUCCESS,2026-07-28 11:37:47.089300
PAY_008841,CUST_01842,821.85,WALLET,,SUCCESS,2026-07-31 20:22:47.090073
PAY_008842,CUST_00752,455.63,UPI,NETWORK_ERROR,FAILED,2026-08-08 13:00:47.090763
PAY_008843,CUST_02985,2303.02,WALLET,,SUCCESS,2026-08-25 07:25:47.091323
PAY_008844,CUST_01932,1140.25,NETBANKING,,SUCCESS,2026-08-16 05:54:47.091879
PAY_008845,CUST_01110,769.95,CARD,BANK_DECLINED,FAILED,2026-07-28 01:09:47.092419
PAY_008846,CUST_04460,100.0,CARD,,SUCCESS,2026-08-11 07:27:47.092963
PAY_008847,CUST_02100,856.67,NETBANKING,,SUCCESS,2026-07-31 11:14:47.093518
PAY_008848,CUST_01168,610.0,UPI,,SUCCESS,2026-08-21 16:02:47.094034
PAY_008849,CUST_03156,909.08,NETBANKING,,SUCCESS,2026-08-07 01:56:47.094589
PAY_008850,CUST_00703,1787.49,CARD,,SUCCESS,2026-08-14 21:22:47.095100
PAY_008851,CUST_03024,3031.92,UPI,,SUCCESS,2026-08-09 02:12:47.095652
PAY_008852,CUST_03809,1209.88,WALLET,,SUCCESS,2026-08-01 10:07:47.096163
PAY_008853,CUST_02932,882.64,WALLET,,SUCCESS,2026-08-25 22:09:47.096716
PAY_008854,CUST_00494,1521.31,CARD,,SUCCESS,2026-08-09 15:54:47.097290
PAY_008855,CUST_03158,2906.32,UPI,,SUCCESS,2026-08-23 00:02:47.097947
PAY_008856,CUST_01290,719.03,NETBANKING,,SUCCESS,2026-07-31 10:02:47.098535
PAY_008857,CUST_00263,738.75,NETBANKING,,SUCCESS,2026-08-01 15:25:47.099044
PAY_008858,CUST_03733,1482.77,NETBANKING,,SUCCESS,2026-07-31 17:19:47.099622
PAY_008859,CUST_04026,1426.84,CARD,,SUCCESS,2026-08-23 10:52:47.100137
PAY_008860,CUST_03017,665.24,WALLET,,SUCCESS,2026-07-31 16:07:47.100696
PAY_008861,CUST_02549,527.31,UPI,,SUCCESS,2026-08-17 07:03:47.101209
PAY_008862,CUST_02514,1127.15,WALLET,,SUCCESS,2026-08-17 23:36:47.101768
PAY_008863,CUST_02894,1845.46,WALLET,,SUCCESS,2026-08-11 11:23:47.102293
PAY_008864,CUST_00468,1219.71,CARD,,SUCCESS,2026-08-04 12:54:47.103134
PAY_008865,CUST_00083,100.0,WALLET,,SUCCESS,2026-08-03 03:16:47.103723
PAY_008866,CUST_00852,2031.96,WALLET,,SUCCESS,2026-08-10 02:59:47.104321
PAY_008867,CUST_02248,1532.93,NETBANKING,,SUCCESS,2026-08-01 08:18:47.105029
PAY_008868,CUST_03456,837.56,CARD,,SUCCESS,2026-08-12 17:48:47.105946
PAY_008869,CUST_00561,1416.27,NETBANKING,AUTHENTICATION_FAILED,FAILED,2026-08-23 11:10:47.106680
PAY_008870,CUST_03870,2186.55,CARD,,SUCCESS,2026-08-01 12:14:47.107227
PAY_008871,CUST_01470,529.25,NETBANKING,INSUFFICIENT_FUNDS,FAILED,2026-08-07 02:38:47.107796
PAY_008872,CUST_03203,2174.88,CARD,,SUCCESS,2026-08-18 01:10:47.108308
PAY_008873,CUST_01795,1134.27,UPI,,SUCCESS,2026-08-04 11:39:47.108861
PAY_008874,CUST_00092,2103.5,UPI,,SUCCESS,2026-08-10 06:02:47.109414
PAY_008875,CUST_01992,814.04,UPI,,SUCCESS,2026-08-22 12:14:47.109946
PAY_008876,CUST_03461,2006.89,CARD,AUTHENTICATION_FAILED,FAILED,2026-08-21 22:48:47.110505
PAY_008877,CUST_00317,1643.61,UPI,,SUCCESS,2026-08-12 18:39:47.111081
PAY_008878,CUST_01657,706.12,CARD,,SUCCESS,2026-08-08 00:06:47.111742
PAY_008879,CUST_03074,740.62,WALLET,,SUCCESS,2026-07-29 15:20:47.112292
PAY_008880,CUST_01458,1449.43,UPI,,SUCCESS,2026-08-14 21:12:47.112859
PAY_008881,CUST_01354,1623.25,UPI,,SUCCESS,2026-08-22 19:49:47.113407
PAY_008882,CUST_01809,901.34,WALLET,BANK_TIMEOUT,FAILED,2026-08-09 06:56:47.113936
PAY_008883,CUST_00987,768.6,NETBANKING,,SUCCESS,2026-08-05 20:08:47.114482
PAY_008884,CUST_01891,1909.89,UPI,,SUCCESS,2026-08-12 14:14:47.114992
PAY_008885,CUST_01996,505.11,UPI,,SUCCESS,2026-08-11 04:38:47.115561
PAY_008886,CUST_03087,710.39,WALLET,,SUCCESS,2026-08-16 14:01:47.116077
PAY_008887,CUST_00562,1268.89,UPI,,SUCCESS,2026-08-09 10:16:47.116634
PAY_008888,CUST_04207,1808.91,WALLET,,SUCCESS,2026-08-05 18:29:47.117147
PAY_008889,CUST_02755,993.37,WALLET,,SUCCESS,2026-08-06 05:04:47.117709
PAY_008890,CUST_00934,2350.9,UPI,,SUCCESS,2026-07-31 04:57:47.118221
PAY_008891,CUST_01768,925.02,UPI,,SUCCESS,2026-08-24 17:40:47.118978
PAY_008892,CUST_04754,870.34,CARD,,SUCCESS,2026-08-05 22:32:47.119646
PAY_008893,CUST_00540,2570.55,NETBANKING,,SUCCESS,2026-08-16 14:31:47.120174
PAY_008894,CUST_01886,3012.57,UPI,,SUCCESS,2026-08-10 05:28:47.120728
PAY_008895,CUST_03426,562.09,WALLET,,SUCCESS,2026-07-31 22:53:47.121253
PAY_008896,CUST_04164,1973.2,CARD,,SUCCESS,2026-08-14 15:17:47.121816
PAY_008897,CUST_02717,1754.14,WALLET,,SUCCESS,2026-08-22 01:46:47.122682
PAY_008898,CUST_00270,667.4,NETBANKING,,SUCCESS,2026-08-10 07:34:47.123427
PAY_008899,CUST_02868,1130.24,WALLET,,SUCCESS,2026-07-29 15:47:47.124099
PAY_008900,CUST_00780,2795.9,WALLET,,SUCCESS,2026-08-05 12:53:47.124680
PAY_008901,CUST_02418,1530.51,UPI,BANK_DECLINED,FAILED,2026-08-12 18:11:47.125191
PAY_008902,CUST_01437,1373.58,UPI,,SUCCESS,2026-08-05 13:17:47.125764
PAY_008903,CUST_03122,1814.25,CARD,,SUCCESS,2026-07-29 07:50:47.126355
PAY_008904,CUST_04466,669.73,WALLET,,SUCCESS,2026-08-26 13:51:47.126892
PAY_008905,CUST_01663,783.63,WALLET,,SUCCESS,2026-08-03 16:02:47.127415
PAY_008906,CUST_00431,1734.88,WALLET,,SUCCESS,2026-08-23 22:14:47.127928
PAY_008907,CUST_04408,3765.22,NETBANKING,AUTHENTICATION_FAILED,FAILED,2026-08-05 04:50:47.128448
PAY_008908,CUST_03763,1313.52,NETBANKING,,SUCCESS,2026-08-03 23:42:47.128973
PAY_008909,CUST_03772,5849.74,WALLET,,SUCCESS,2026-07-30 21:10:47.129517
PAY_008910,CUST_00710,2735.98,CARD,,SUCCESS,2026-08-17 22:23:47.130034
PAY_008911,CUST_00208,2378.38,WALLET,,SUCCESS,2026-08-14 07:48:47.130552
PAY_008912,CUST_03973,1220.79,WALLET,BANK_TIMEOUT,FAILED,2026-08-19 03:08:47.131079
PAY_008913,CUST_03619,8423.46,CARD,,SUCCESS,2026-08-04 11:40:47.131602
PAY_008914,CUST_00768,1184.75,WALLET,,SUCCESS,2026-07-27 20:19:47.132124
PAY_008915,CUST_00090,2048.02,NETBANKING,,SUCCESS,2026-07-30 17:30:47.132685
PAY_008916,CUST_03445,667.7,NETBANKING,,SUCCESS,2026-08-11 13:12:47.133283
PAY_008917,CUST_02911,7883.12,WALLET,,SUCCESS,2026-08-09 06:20:47.133978
PAY_008918,CUST_01100,1190.24,NETBANKING,,SUCCESS,2026-08-06 15:25:47.134508
PAY_008919,CUST_03914,100.0,NETBANKING,,SUCCESS,2026-08-10 16:40:47.135034
PAY_008920,CUST_03901,1283.24,CARD,,SUCCESS,2026-08-14 06:25:47.135558
PAY_008921,CUST_02670,1456.46,NETBANKING,,SUCCESS,2026-08-12 05:40:47.136073
PAY_008922,CUST_03521,915.43,CARD,,SUCCESS,2026-08-15 06:20:47.136591
PAY_008923,CUST_00849,11617.83,NETBANKING,INSUFFICIENT_FUNDS,FAILED,2026-08-06 15:21:47.137114
PAY_008924,CUST_04465,2324.34,UPI,,SUCCESS,2026-08-01 08:08:47.137634
PAY_008925,CUST_04799,601.7,WALLET,,SUCCESS,2026-08-12 11:00:47.138141
PAY_008926,CUST_03148,2655.39,NETBANKING,,SUCCESS,2026-08-11 15:24:47.138695
PAY_008927,CUST_00813,2395.26,CARD,,SUCCESS,2026-08-06 17:16:47.139473
PAY_008928,CUST_02500,480.68,NETBANKING,,SUCCESS,2026-08-14 01:25:47.140331
PAY_008929,CUST_03715,1113.3,UPI,,SUCCESS,2026-08-04 20:22:47.140968
PAY_008930,CUST_01191,9911.13,NETBANKING,,SUCCESS,2026-08-16 08:07:47.141533
PAY_008931,CUST_00754,1286.68,CARD,,SUCCESS,2026-08-02 11:57:47.142041
PAY_008932,CUST_01391,100.0,WALLET,,SUCCESS,2026-07-31 08:59:47.142603
PAY_008933,CUST_02702,407.65,UPI,,SUCCESS,2026-08-15 12:21:47.143106
PAY_008934,CUST_00111,1259.52,WALLET,,SUCCESS,2026-08-12 23:59:47.143659
PAY_008935,CUST_00247,2156.59,UPI,,SUCCESS,2026-08-14 04:39:47.144171
PAY_008936,CUST_03676,638.92,UPI,,SUCCESS,2026-08-05 04:21:47.144731
PAY_008937,CUST_04535,1756.03,CARD,,SUCCESS,2026-08-24 06:24:47.145243
PAY_008938,CUST_03355,776.53,NETBANKING,,SUCCESS,2026-08-22 19:27:47.145794
PAY_008939,CUST_02669,2422.72,WALLET,,SUCCESS,2026-08-16 20:18:47.146344
PAY_008940,CUST_00304,912.62,NETBANKING,,SUCCESS,2026-08-25 10:51:47.146937
PAY_008941,CUST_03209,993.65,UPI,INSUFFICIENT_FUNDS,FAILED,2026-08-08 05:39:47.147543
PAY_008942,CUST_01611,1170.17,CARD,,SUCCESS,2026-08-02 12:44:47.148062
PAY_008943,CUST_04789,1615.87,WALLET,,SUCCESS,2026-08-17 09:54:47.148627
PAY_008944,CUST_04123,1722.59,NETBANKING,,SUCCESS,2026-08-08 19:54:47.149140
PAY_008945,CUST_04312,2116.88,WALLET,,SUCCESS,2026-08-14 15:49:47.149708
PAY_008946,CUST_03351,856.32,WALLET,,SUCCESS,2026-08-07 03:09:47.150220
PAY_008947,CUST_00181,8850.61,CARD,,SUCCESS,2026-08-16 20:19:47.150779
PAY_008948,CUST_04076,1509.81,CARD,,SUCCESS,2026-08-04 16:22:47.151300
PAY_008949,CUST_03522,1117.37,WALLET,,SUCCESS,2026-08-14 18:01:47.151860
PAY_008950,CUST_04161,1403.65,CARD,BANK_TIMEOUT,FAILED,2026-07-31 14:12:47.152374
PAY_008951,CUST_02424,821.58,UPI,,SUCCESS,2026-08-24 08:35:47.152932
PAY_008952,CUST_01970,757.9,UPI,,SUCCESS,2026-08-18 15:19:47.153512
PAY_008953,CUST_02881,405.45,WALLET,,SUCCESS,2026-08-24 17:49:47.154061
PAY_008954,CUST_04024,945.12,UPI,,SUCCESS,2026-07-30 15:32:47.154713
PAY_008955,CUST_04072,1802.22,WALLET,,SUCCESS,2026-08-13 04:15:47.155230
PAY_008956,CUST_00910,1198.41,NETBANKING,,SUCCESS,2026-07-30 20:22:47.155979
PAY_008957,CUST_04865,671.02,WALLET,,SUCCESS,2026-08-01 00:53:47.156543
PAY_008958,CUST_02719,1734.17,CARD,,SUCCESS,2026-08-03 04:41:47.157074
PAY_008959,CUST_01306,1564.34,CARD,,SUCCESS,2026-08-25 19:09:47.157612
PAY_008960,CUST_00724,1781.92,NETBANKING,,SUCCESS,2026-08-15 08:03:47.158128
PAY_008961,CUST_00567,1593.41,NETBANKING,,SUCCESS,2026-08-06 10:26:47.158654
PAY_008962,CUST_04462,1245.37,NETBANKING,,SUCCESS,2026-08-14 12:25:47.159164
PAY_008963,CUST_00828,1414.59,WALLET,,SUCCESS,2026-08-02 18:03:47.159734
PAY_008964,CUST_03272,2097.38,NETBANKING,,SUCCESS,2026-08-25 17:50:47.160249
PAY_008965,CUST_00287,1947.54,NETBANKING,,SUCCESS,2026-07-28 14:22:47.160770
PAY_008966,CUST_01782,203.66,WALLET,,SUCCESS,2026-08-25 08:15:47.161342
PAY_008967,CUST_01947,1003.6,WALLET,BANK_TIMEOUT,FAILED,2026-08-08 10:10:47.161980
PAY_008968,CUST_04380,2190.91,WALLET,,SUCCESS,2026-08-11 13:56:47.162514
PAY_008969,CUST_02670,1659.64,WALLET,,SUCCESS,2026-08-24 00:50:47.163035
PAY_008970,CUST_02211,1627.63,UPI,,SUCCESS,2026-08-19 12:12:47.163568
PAY_008971,CUST_03126,1573.12,CARD,,SUCCESS,2026-08-08 14:55:47.164083
PAY_008972,CUST_00978,1042.21,CARD,,SUCCESS,2026-07-31 20:18:47.164719
PAY_008973,CUST_04965,632.22,CARD,NETWORK_ERROR,FAILED,2026-08-05 18:33:47.165332
PAY_008974,CUST_04808,1318.95,NETBANKING,,SUCCESS,2026-08-22 02:58:47.165866
PAY_008975,CUST_00893,1786.28,CARD,,SUCCESS,2026-08-15 11:29:47.166386
PAY_008976,CUST_01366,1151.81,WALLET,,SUCCESS,2026-08-26 09:04:47.166899
PAY_008977,CUST_03749,1263.84,UPI,NETWORK_ERROR,FAILED,2026-07-31 10:42:47.167452
PAY_008978,CUST_04037,1609.03,UPI,NETWORK_ERROR,FAILED,2026-07-28 14:32:47.167991
PAY_008979,CUST_02422,1275.43,UPI,,SUCCESS,2026-08-07 08:08:47.168595
PAY_008980,CUST_01235,1015.65,WALLET,,SUCCESS,2026-08-25 03:45:47.169127
PAY_008981,CUST_04778,336.46,CARD,,SUCCESS,2026-08-02 07:24:47.169663
PAY_008982,CUST_04837,1222.79,NETBANKING,,SUCCESS,2026-08-06 16:47:47.170175
PAY_008983,CUST_00051,1187.34,NETBANKING,,SUCCESS,2026-08-03 11:19:47.170693
PAY_008984,CUST_03954,974.82,UPI,,SUCCESS,2026-08-16 09:50:47.171215
PAY_008985,CUST_03111,5556.85,NETBANKING,,SUCCESS,2026-08-05 17:46:47.171743
PAY_008986,CUST_01803,1701.23,NETBANKING,,SUCCESS,2026-08-13 19:51:47.172413
PAY_008987,CUST_00163,2405.46,UPI,,SUCCESS,2026-08-13 12:58:47.173030
PAY_008988,CUST_00597,6570.36,CARD,,SUCCESS,2026-08-04 23:27:47.173597
PAY_008989,CUST_04166,1220.36,UPI,,SUCCESS,2026-07-29 19:51:47.174124
PAY_008990,CUST_01352,1763.97,UPI,NETWORK_ERROR,FAILED,2026-08-01 13:40:47.174701
PAY_008991,CUST_01602,1194.69,CARD,,SUCCESS,2026-08-09 00:56:47.175305
PAY_008992,CUST_02880,889.47,NETBANKING,,SUCCESS,2026-08-15 14:30:47.175875
PAY_008993,CUST_04518,1566.47,UPI,,SUCCESS,2026-08-07 07:22:47.176418
PAY_008994,CUST_03129,771.45,NETBANKING,,SUCCESS,2026-07-29 09:07:47.176951
PAY_008995,CUST_02073,753.95,NETBANKING,,SUCCESS,2026-08-14 21:42:47.177497
PAY_008996,CUST_04426,2083.36,UPI,,SUCCESS,2026-08-01 17:14:47.178021
PAY_008997,CUST_01858,2203.28,NETBANKING,,SUCCESS,2026-07-31 01:02:47.178575
PAY_008998,CUST_00388,1594.37,CARD,,SUCCESS,2026-08-18 07:30:47.179082
PAY_008999,CUST_04653,5695.69,UPI,,SUCCESS,2026-08-05 19:09:47.179634
PAY_009000,CUST_01916,2466.66,NETBANKING,,SUCCESS,2026-08-06 22:58:47.180159
PAY_009001,CUST_02998,608.01,NETBANKING,INSUFFICIENT_FUNDS,FAILED,2026-08-07 12:29:47.181002
PAY_009002,CUST_04164,1802.41,UPI,,SUCCESS,2026-08-21 03:13:47.181676
PAY_009003,CUST_02679,2106.58,CARD,,SUCCESS,2026-08-17 09:05:47.182305
PAY_009004,CUST_02062,7022.26,UPI,,SUCCESS,2026-08-20 20:31:47.182871
PAY_009005,CUST_03066,2496.81,WALLET,,SUCCESS,2026-08-09 10:37:47.183408
PAY_009006,CUST_04873,1315.78,UPI,,SUCCESS,2026-07-30 11:05:47.183933
PAY_009007,CUST_03283,1111.13,CARD,,SUCCESS,2026-08-15 14:18:47.184500
PAY_009008,CUST_02228,1688.35,WALLET,,SUCCESS,2026-08-10 17:43:47.185018
PAY_009009,CUST_03512,1855.88,UPI,,SUCCESS,2026-08-15 15:28:47.185567
PAY_009010,CUST_00864,1188.13,UPI,BANK_DECLINED,FAILED,2026-08-14 06:18:47.186081
PAY_009011,CUST_00862,970.31,UPI,,SUCCESS,2026-08-18 14:16:47.186640
PAY_009012,CUST_04178,990.74,CARD,,SUCCESS,2026-08-19 08:27:47.187156
PAY_009013,CUST_02560,1083.84,CARD,AUTHENTICATION_FAILED,FAILED,2026-08-10 12:38:47.187705
PAY_009014,CUST_03958,742.11,NETBANKING,,SUCCESS,2026-08-26 14:06:47.188226
PAY_009015,CUST_00467,3045.32,CARD,INSUFFICIENT_FUNDS,FAILED,2026-08-23 05:15:47.188964
PAY_009016,CUST_00390,1128.53,CARD,,SUCCESS,2026-08-25 00:18:47.189852
PAY_009017,CUST_02616,1012.7,WALLET,,SUCCESS,2026-08-03 05:59:47.190571
PAY_009018,CUST_03621,747.03,UPI,,SUCCESS,2026-08-13 02:09:47.191286
PAY_009019,CUST_02303,1416.29,UPI,,SUCCESS,2026-08-25 07:20:47.191839
PAY_009020,CUST_04773,912.29,UPI,,SUCCESS,2026-08-11 00:18:47.192354
PAY_009021,CUST_03820,530.78,NETBANKING,,SUCCESS,2026-08-06 09:14:47.192889
PAY_009022,CUST_02579,1364.84,NETBANKING,,SUCCESS,2026-08-06 14:30:47.193405
PAY_009023,CUST_04722,965.69,WALLET,,SUCCESS,2026-07-30 11:31:47.193920
PAY_009024,CUST_02241,526.19,CARD,,SUCCESS,2026-07-31 01:49:47.194437
PAY_009025,CUST_03371,825.63,CARD,,SUCCESS,2026-08-14 10:59:47.194956
PAY_009026,CUST_04917,6004.17,NETBANKING,,SUCCESS,2026-07-28 17:55:47.195474
PAY_009027,CUST_01263,1545.29,CARD,,SUCCESS,2026-08-02 20:03:47.195986
PAY_009028,CUST_03027,2669.15,NETBANKING,,SUCCESS,2026-08-22 22:25:47.196622
PAY_009029,CUST_04632,2202.01,WALLET,,SUCCESS,2026-08-20 04:08:47.197213
PAY_009030,CUST_02903,318.6,CARD,,SUCCESS,2026-08-03 08:07:47.197740
