amount,lifetime_value,orders_count,successful_payments,failed_payments,previous_recovery_success,contact_count,payment_method_CARD,payment_method_NETBANKING,payment_method_UPI,payment_method_WALLET,failure_reason_AUTHENTICATION_FAILED,failure_reason_BANK_DECLINED,failure_reason_BANK_TIMEOUT,failure_reason_INSUFFICIENT_FUNDS,failure_reason_NETWORK_ERROR,segment_frequent_failure,segment_high_value,segment_occasional,segment_price_sensitive,segment_reliable,segment_unresponsive,recovered
2027.65,12610.02,9,9,0,0.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1336.98,5084.84,4,3,1,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2293.24,12917.33,8,6,2,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
896.05,10784.7,9,7,2,0.55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2798.82,21391.48,8,8,0,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
1114.39,5293.68,5,5,0,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
691.67,1945.55,2,2,0,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1639.61,3322.48,2,2,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1083.84,4930.93,4,4,0,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1635.78,6091.42,4,4,0,0.35,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1553.14,7666.84,5,4,1,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
415.77,5639.43,6,4,2,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1750.15,8832.8,6,5,1,0.35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
374.45,3483.17,5,5,0,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1410.25,3322.48,2,2,0,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1531.11,3615.51,3,3,0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
709.77,3960.33,6,5,1,0.6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
719.55,6694.0,7,7,0,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
608.01,1952.53,2,2,0,0.55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1526.45,4729.54,4,3,1,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
100.0,0.0,1,0,1,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1294.56,10656.6,8,8,0,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
822.89,2857.66,3,3,0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
679.51,4489.01,5,4,1,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1746.48,5248.91,4,4,0,0.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1646.46,6303.08,5,4,1,0.55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1140.98,4377.11,3,3,0,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2217.25,4096.6,2,2,0,0.55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1335.64,4041.44,6,4,2,0.55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
835.59,6912.08,8,6,2,0.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1901.77,12651.27,6,6,0,0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
378.06,5864.0,6,6,0,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1947.51,5978.52,4,4,0,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1617.81,5399.64,4,4,0,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1059.66,2084.06,2,2,0,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
748.81,18181.51,14,14,0,0.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
633.64,11913.38,11,10,1,0.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
560.9,4213.22,6,3,3,0.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
442.47,7808.53,11,8,3,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1673.89,10005.93,6,6,0,0.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
663.67,2008.45,4,2,2,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
642.7,4767.14,6,3,3,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1575.35,11588.09,10,9,1,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
268.39,4567.53,8,3,5,0.35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1976.46,15818.96,12,10,2,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1803.53,11284.11,11,9,2,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1471.55,7273.72,5,4,1,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
391.57,3337.85,7,7,0,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
676.63,3452.65,7,4,3,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1261.67,7963.47,5,5,0,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1638.54,9238.56,5,5,0,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1859.81,15328.86,9,9,0,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
761.83,4904.82,5,4,1,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1578.19,3574.72,3,3,0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1496.36,24181.2,12,12,0,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1106.07,6246.43,4,4,0,0.35,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2179.18,9315.78,4,4,0,0.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
1381.11,7975.14,6,5,1,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2570.53,9497.27,6,6,0,0.55,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
697.97,4832.6,4,3,1,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6681.37,77985.88,12,11,1,0.8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1338.99,4599.45,4,4,0,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
859.03,4947.11,6,4,2,0.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1046.17,5607.82,5,5,0,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1921.57,14482.08,8,7,1,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1419.57,7127.07,5,5,0,0.55,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1524.39,4688.87,3,3,0,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
858.31,3100.48,3,2,1,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
961.19,5600.11,5,5,0,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1025.54,4707.6,3,3,0,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2157.17,14768.76,7,7,0,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1211.26,5973.78,5,4,1,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
844.4,9840.79,9,7,2,0.6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
613.91,6266.3,6,4,2,0.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1102.69,6692.77,5,4,1,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
508.52,10467.9,13,7,6,0.35,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1967.07,13680.98,6,6,0,0.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
891.11,8365.32,8,7,1,0.35,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1764.29,3677.02,2,2,0,0.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1210.17,4462.65,5,5,0,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
7692.63,68367.89,9,7,2,0.8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1454.98,8827.14,5,5,0,0.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1547.53,8153.65,5,5,0,0.55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
767.15,6912.08,8,6,2,0.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
217.48,3492.83,5,2,3,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1227.34,2660.35,2,2,0,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
549.69,5381.49,10,7,3,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
744.1,4092.38,6,3,3,0.35,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2111.42,5812.95,3,3,0,0.55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1429.17,8864.84,7,6,1,0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1306.65,951.44,1,1,0,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
1166.09,4578.89,4,4,0,0.55,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
382.95,6267.32,10,6,4,0.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1168.42,2835.47,3,2,1,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
2006.16,5086.27,3,3,0,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
1830.21,10623.53,5,5,0,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
814.92,3649.72,4,4,0,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
959.26,7827.1,8,8,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
789.01,2027.01,6,3,3,0.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
405.28,4930.06,8,4,4,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1092.35,4498.12,3,3,0,0.55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1313.02,7069.38,4,4,0,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1452.61,3493.84,2,2,0,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
100.0,0.0,2,0,2,0.35,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1722.26,6261.44,3,3,0,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
695.27,6824.5,5,4,1,0.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1248.56,5430.4,4,3,1,0.55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
685.22,2205.63,3,2,1,0.55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
830.96,4767.14,6,3,3,0.35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1808.14,7480.9,4,4,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
257.27,1164.09,2,1,1,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
100.0,0.0,1,0,1,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
862.3,5052.9,6,5,1,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
861.49,3437.6,4,3,1,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1194.88,1397.2,1,1,0,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
821.08,3523.53,5,2,3,0.55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
604.21,3050.5,4,3,1,0.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2621.54,17354.76,7,7,0,0.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1499.36,5474.01,5,4,1,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
272.4,8372.57,10,5,5,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1254.47,6331.55,10,8,2,0.35,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
619.77,2361.49,4,2,2,0.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1069.86,5074.89,4,4,0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
691.08,3362.72,4,3,1,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1830.99,5525.61,4,3,1,0.55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1153.67,13490.35,8,8,0,0.55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
8158.64,31022.32,4,4,0,0.8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7694.68,59699.22,8,7,1,0.8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2063.22,15052.58,13,9,4,0.35,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1734.14,15555.23,9,9,0,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
958.18,2703.43,3,2,1,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
542.19,3576.84,4,2,2,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
105.56,1018.15,2,1,1,0.6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
169.31,2509.46,6,3,3,0.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1926.3,27888.11,12,12,0,0.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
581.95,2457.23,4,2,2,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
718.37,5387.45,8,3,5,0.35,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
262.8,1435.29,8,1,7,0.35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1159.63,2274.27,3,2,1,0.35,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1762.21,14236.45,7,6,1,0.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1034.86,2433.2,2,2,0,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
6136.82,40923.38,6,5,1,0.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1189.35,8025.56,6,6,0,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1278.31,6241.69,6,5,1,0.35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1159.76,5549.57,6,4,2,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1506.07,10165.04,7,7,0,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1189.5,10056.36,10,8,2,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
664.93,1118.42,1,1,0,0.55,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1436.46,5984.96,5,4,1,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1212.98,6601.11,7,6,1,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1901.16,7700.36,4,4,0,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1317.11,9755.94,6,6,0,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1058.52,5394.17,6,5,1,0.55,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2064.23,6662.51,4,4,0,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1585.58,15010.27,8,8,0,0.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1196.63,6824.5,5,4,1,0.35,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
6970.9,47270.26,7,7,0,0.8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1075.66,9934.01,8,7,1,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2362.82,7282.98,4,4,0,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
701.63,7508.87,6,5,1,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
994.07,10354.27,8,8,0,0.55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1104.38,3815.45,3,3,0,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1219.12,9835.84,8,7,1,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
290.14,3202.01,5,4,1,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
676.51,6100.05,8,6,2,0.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
468.94,3421.38,5,4,1,0.35,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
598.89,1668.89,3,1,2,0.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1405.05,2695.71,2,2,0,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
116.9,941.55,4,1,3,0.35,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1436.52,9374.0,5,5,0,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2078.8,7384.45,5,5,0,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1571.9,20308.88,11,11,0,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1166.37,7013.35,7,6,1,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7681.64,52433.0,7,7,0,0.8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
736.08,6624.09,7,4,3,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
703.75,1288.52,4,3,1,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
769.4,4947.75,5,4,1,0.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1982.68,20683.35,10,10,0,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1642.17,21192.1,15,14,1,0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1826.83,16928.75,11,11,0,0.55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1505.66,6438.22,5,4,1,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1276.81,5221.22,7,6,1,0.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1717.34,8866.32,6,6,0,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1398.55,8650.02,7,6,1,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1137.96,5809.79,4,4,0,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1145.33,5833.51,8,4,4,0.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1800.71,13246.81,8,8,0,0.55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
566.8,7979.32,9,7,2,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1223.14,4664.9,3,3,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789.57,1696.2,2,2,0,0.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
385.98,565.3,1,1,0,0.35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1517.32,3690.73,3,2,1,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1390.32,7283.61,6,4,2,0.55,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1046.41,3468.89,3,3,0,0.55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1797.46,11989.98,8,7,1,0.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
312.14,4384.56,6,5,1,0.35,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1801.95,8077.07,4,4,0,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1029.14,6692.77,5,4,1,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1230.14,12097.41,10,7,3,0.35,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
387.49,1312.2,4,1,3,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
734.04,2034.65,3,1,2,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1414.75,13416.09,9,9,0,0.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1668.56,10656.1,6,6,0,0.55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
901.34,4937.96,5,4,1,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1074.02,3973.02,5,3,2,0.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1887.26,4407.74,3,3,0,0.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
235.73,1378.7,2,1,1,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1529.73,2662.66,2,2,0,0.55,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
926.36,8290.16,6,5,1,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1243.27,3732.95,4,3,1,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2172.0,1789.46,1,1,0,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1064.78,6871.65,7,6,1,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
967.18,10382.19,8,8,0,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
320.6,6734.14,13,8,5,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
100.0,2718.58,9,8,1,0.35,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
572.15,4415.52,10,6,4,0.35,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1384.11,4624.75,5,4,1,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
975.27,4765.99,4,4,0,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1508.62,7127.07,5,5,0,0.55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
824.78,8816.84,8,7,1,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1486.88,6151.53,7,4,3,0.35,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1033.62,6077.23,6,4,2,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
756.05,8917.71,8,8,0,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1250.36,5399.64,4,4,0,0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2006.89,11325.08,7,7,0,0.55,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1186.78,5878.13,5,5,0,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1107.55,2292.76,3,2,1,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2017.45,10971.56,6,6,0,0.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
596.23,3628.86,5,3,2,0.55,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
100.0,1334.84,5,1,4,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1245.44,1155.23,1,1,0,0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6493.43,47097.18,7,6,1,0.8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
601.75,1633.54,2,2,0,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1043.68,3042.87,4,3,1,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
529.44,5032.46,7,6,1,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
958.31,7052.96,6,5,1,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1544.5,11233.74,9,9,0,0.55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
360.09,5662.19,7,7,0,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1106.04,5784.78,6,4,2,0.35,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1296.69,2781.09,2,2,0,0.55,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1110.61,2775.82,2,2,0,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1912.45,6440.88,4,3,1,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1054.69,4165.86,4,3,1,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
605.32,5305.52,5,4,1,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
881.17,6472.61,5,5,0,0.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
924.22,8159.52,7,4,3,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2168.82,13144.73,8,8,0,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
584.62,8229.57,10,8,2,0.35,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1117.11,2793.48,2,2,0,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1045.31,5975.06,8,6,2,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1085.46,2517.03,3,2,1,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
598.52,2899.74,4,4,0,0.6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
468.62,2024.01,5,2,3,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1228.95,12516.66,8,7,1,0.55,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
782.45,7071.97,5,5,0,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1097.46,4216.25,6,4,2,0.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
